Data,Despesas Orçamentárias,DOTAÇÃO INICIAL (d),DOTAÇÃO ATUALIZADA (e),DESPESAS EMPENHADAS NO BIMESTRE,DESPESAS EMPENHADAS ATÉ O BIMESTRE (f),% (b/total b),SALDO (g) =(e-f),DESPESAS LIQUIDADAS NO BIMESTRE,DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h),% (d/total d),SALDO (i) = (e-h),DESPESAS PAGASATÉ O BIMESTRE(j),Bimestre,Ano,tempo
junho 2019,Controle Ambiental,"93.320.000,00","92.895.000,00","244.308,03","76.676.182,04","6,68","16.218.817,96","16.687.317,09","48.526.042,52","6,28","44.368.957,48",,03,2019,2019-06-20
junho 2019,Recuperação de Áreas Degradadas,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Recursos Hídricos,"250.000,00","250.000,00",,"48.891,80","0,00","201.108,20",,"48.891,80","0,01","201.108,20",,03,2019,2019-06-20
junho 2019,Meteorologia,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU18 - Administração Geral,"10.095.000,00","10.112.000,00","1.407.949,16","5.795.935,46","0,50","4.316.064,54","1.800.538,69","4.757.643,18","0,62","5.354.356,82",,03,2019,2019-06-20
junho 2019,FU18 - Demais Subfunções,"790.000,00","790.000,00",,"451.932,71","0,04","338.067,29","275.894,17","318.765,16","0,04","471.234,84",,03,2019,2019-06-20
junho 2019,Ciência e Tecnologia,"600.000,00","600.000,00","0,00","500.000,00","0,04","100.000,00","0,00","500.000,00","0,06","100.000,00","0,00",03,2019,2019-06-20
junho 2019,Desenvolvimento Científico,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Desenvolvimento Tecnológico e Engenharia,"600.000,00","600.000,00",,"500.000,00","0,04","100.000,00",,"500.000,00","0,06","100.000,00",,03,2019,2019-06-20
junho 2019,Difusão do Conhecimento Científico e Tecnológico,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU19 - Administração Geral,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU19 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Agricultura,"11.155.000,00","12.130.000,00","2.045.501,29","5.840.303,83","0,51","6.289.696,17","1.080.059,91","3.135.961,12","0,41","8.994.038,88","0,00",03,2019,2019-06-20
junho 2019,Abastecimento,"1.845.000,00","1.845.000,00","507.369,56","835.073,66","0,07","1.009.926,34","29.898,35","305.655,15","0,04","1.539.344,85",,03,2019,2019-06-20
junho 2019,Extensão Rural,"4.960.000,00","5.935.000,00","808.088,00","3.085.517,02","0,27","2.849.482,98","317.253,43","924.038,14","0,12","5.010.961,86",,03,2019,2019-06-20
junho 2019,Irrigação,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Promoção da Produção Agropecuária,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Defesa Agropecuária,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU20 - Administração Geral,"4.350.000,00","4.350.000,00","730.043,73","1.919.713,15","0,17","2.430.286,85","732.908,13","1.906.267,83","0,25","2.443.732,17",,03,2019,2019-06-20
junho 2019,FU20 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Organização Agrária,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",03,2019,2019-06-20
junho 2019,Reforma Agrária,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Colonização,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU21 - Administração Geral,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU21 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Indústria,"300.000,00","300.000,00","0,00","0,00","0,00","300.000,00","0,00","0,00","0,00","300.000,00","0,00",03,2019,2019-06-20
junho 2019,Promoção Industrial,"300.000,00","300.000,00",,,,"300.000,00",,,,"300.000,00",,03,2019,2019-06-20
junho 2019,Produção Industrial,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Mineração,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Propriedade Industrial,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Normalização e Qualidade,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU22 - Administração Geral,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU22 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Comércio e Serviços,"2.650.000,00","2.595.000,00","354.889,90","1.197.302,31","0,10","1.397.697,69","195.396,67","546.094,20","0,07","2.048.905,80","0,00",03,2019,2019-06-20
junho 2019,Promoção Comercial,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Comercialização,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Comércio Exterior,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Serviços Financeiros,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Turismo,"2.650.000,00","2.595.000,00","354.889,90","1.197.302,31","0,10","1.397.697,69","195.396,67","546.094,20","0,07","2.048.905,80",,03,2019,2019-06-20
junho 2019,FU23 - Administração Geral,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU23 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Comunicações,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",03,2019,2019-06-20
junho 2019,Comunicações Postais,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Telecomunicações,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU24 - Administração Geral,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Energia,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",03,2019,2019-06-20
junho 2019,Conservação de Energia,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Energia Elétrica,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Combustíveis Minerais,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Biocombustíveis,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU25 - Administração Geral,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU25 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Transporte,"410.000,00","410.000,00","61.765,53","303.969,77","0,03","106.030,23","40.431,17","101.015,09","0,01","308.984,91","0,00",03,2019,2019-06-20
junho 2019,Transporte Aéreo,"410.000,00","410.000,00","61.765,53","303.969,77","0,03","106.030,23","40.431,17","101.015,09","0,01","308.984,91",,03,2019,2019-06-20
junho 2019,Transporte Rodoviário,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Transporte Ferroviário,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Transporte Hidroviário,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Transportes Especiais,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU26 - Administração Geral,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU26 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Desporto e Lazer,"17.069.000,00","18.114.143,17","2.620.608,08","9.917.324,18","0,86","8.196.818,99","2.348.362,85","6.184.489,77","0,80","11.929.653,40","0,00",03,2019,2019-06-20
junho 2019,Desporto de Rendimento,"6.285.000,00","5.602.700,00","414.231,48","3.279.952,87","0,29","2.322.747,13","708.701,26","1.951.105,90","0,25","3.651.594,10",,03,2019,2019-06-20
junho 2019,Desporto Comunitário,"800.000,00","995.143,17","114.389,30","640.140,64","0,06","355.002,53","89.476,40","162.663,94","0,02","832.479,23",,03,2019,2019-06-20
junho 2019,Lazer,"3.320.000,00","4.852.300,00","929.453,92","2.914.833,81","0,25","1.937.466,19","389.345,53","1.061.830,67","0,14","3.790.469,33",,03,2019,2019-06-20
junho 2019,FU27 - Administração Geral,"6.664.000,00","6.664.000,00","1.162.533,38","3.082.396,86","0,27","3.581.603,14","1.160.839,66","3.008.889,26","0,39","3.655.110,74",,03,2019,2019-06-20
junho 2019,FU27 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Encargos Especiais,"51.251.650,00","54.329.823,01","4.734.730,08","45.178.250,73","3,94","9.151.572,28","12.164.414,41","29.664.158,28","3,84","24.665.664,73","0,00",03,2019,2019-06-20
junho 2019,Refinanciamento da Dívida Interna,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Refinanciamento da Dívida Externa,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Serviço da Dívida Interna,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Serviço da Dívida Externa,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Transferências,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Outros Encargos Especiais,"51.251.650,00","54.329.823,01","4.734.730,08","45.178.250,73","3,94","9.151.572,28","12.164.414,41","29.664.158,28","3,84","24.665.664,73",,03,2019,2019-06-20
junho 2019,Transferências para a Educação Básica,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,FU28 - Demais Subfunções,,,,,,,,,,,,03,2019,2019-06-20
junho 2019,Reserva de Contingência,"37.864.000,00","37.864.000,00",,,,"37.864.000,00",,,,"37.864.000,00",,03,2019,2019-06-20
junho 2019,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),"37.843.400,00","37.843.400,00","5.371.951,15","17.435.976,44","1,52","20.407.423,56","5.632.401,13","16.891.531,70","2,19","20.951.868,30",,03,2019,2019-06-20
junho 2019,TOTAL (III) = (I + II),"1.788.009.900,00","1.844.565.172,62","188.056.823,13","1.147.902.594,47","100,00","696.662.578,15","294.656.353,47","772.244.830,01","100,00","1.072.320.342,61","0,00",03,2019,2019-06-20
abril 2019,Legislativa,"39.059.000,00","39.059.000,00","5.340.181,78","14.028.352,83","1,46","25.030.647,17","5.030.172,30","9.529.831,20","2,00","29.529.168,80","0,00",02,2019,2019-04-20
abril 2019,Ação Legislativa,"39.059.000,00","39.059.000,00","5.340.181,78","14.028.352,83","1,46","25.030.647,17","5.030.172,30","9.529.831,20","2,00","29.529.168,80",,02,2019,2019-04-20
abril 2019,Controle Externo,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU01 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU01 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Judiciária,"1.550.000,00","1.430.300,00","0,00","0,00","0,00","1.430.300,00","0,00","0,00","0,00","1.430.300,00","0,00",02,2019,2019-04-20
abril 2019,Ação Judiciária,"1.550.000,00","1.430.300,00",,,"0,00","1.430.300,00",,,,"1.430.300,00",,02,2019,2019-04-20
abril 2019,Defesa do Interesse Público no Processo Judiciário,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU02 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU02 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Essencial à Justiça,"0,00","0,00","47.895,64","1.014.559,98","0,11","-1.014.559,98","248.433,09","495.300,44","0,10","-495.300,44","0,00",02,2019,2019-04-20
abril 2019,Defesa da Ordem Jurídica,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Representação Judicial e Extrajudicial,,,"47.895,64","1.014.559,98","0,11","-1.014.559,98","248.433,09","495.300,44","0,10","-495.300,44",,02,2019,2019-04-20
abril 2019,FU03 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU03 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Administração,"82.403.900,00","89.788.749,49","9.512.558,08","34.731.625,58","3,62","55.057.123,91","12.094.852,95","22.140.848,16","4,64","67.647.901,33","0,00",02,2019,2019-04-20
abril 2019,Planejamento e Orçamento,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU04 - Administração Geral,"76.352.900,00","81.925.541,32","9.226.431,26","31.470.881,57","3,28","50.454.659,75","11.284.957,48","20.992.268,52","4,40","60.933.272,80",,02,2019,2019-04-20
abril 2019,Administração Financeira,"3.020.000,00","2.990.000,00","233.055,45","1.708.041,78","0,18","1.281.958,22","427.857,37","696.898,48","0,15","2.293.101,52",,02,2019,2019-04-20
abril 2019,Controle Interno,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Normatização e Fiscalização,"400.000,00","742.208,17",,"17.923,87","0,00","724.284,30","1.847,00","17.923,87","0,00","724.284,30",,02,2019,2019-04-20
abril 2019,Tecnologia da Informação,"750.000,00","2.250.000,00","287,57","185.991,56","0,02","2.064.008,44","106.983,87","125.271,87","0,03","2.124.728,13",,02,2019,2019-04-20
abril 2019,Ordenamento Territorial,"200.000,00","200.000,00",,"95.792,00","0,01","104.208,00","19.158,40","28.737,60","0,01","171.262,40",,02,2019,2019-04-20
abril 2019,Formação de Recursos Humanos,"200.000,00","200.000,00",,"180.000,00","0,02","20.000,00","14.118,60","26.783,67","0,01","173.216,33",,02,2019,2019-04-20
abril 2019,Administração de Receitas,"1.000,00","1.000,00",,,"0,00","1.000,00",,,,"1.000,00",,02,2019,2019-04-20
abril 2019,Administração de Concessões,,,,,,,,"0,00","0,00",,,02,2019,2019-04-20
abril 2019,Comunicação Social,"1.480.000,00","1.480.000,00","52.783,80","1.072.994,80","0,11","407.005,20","239.930,23","252.964,15","0,05","1.227.035,85",,02,2019,2019-04-20
abril 2019,FU04 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Defesa Nacional,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",02,2019,2019-04-20
abril 2019,Defesa Aérea,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Defesa Naval,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Defesa Terrestre,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU05 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU05 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Segurança Pública,"43.495.000,00","43.888.006,35","6.979.372,42","14.379.212,78","1,50","29.508.793,57","6.243.343,68","12.484.323,83","2,61","31.403.682,52","0,00",02,2019,2019-04-20
abril 2019,Policiamento,"42.315.000,00","42.743.006,35","6.548.244,48","13.534.036,73","1,41","29.208.969,62","6.103.815,65","12.258.767,87","2,57","30.484.238,48",,02,2019,2019-04-20
abril 2019,Defesa Civil,"955.000,00","955.000,00","408.027,94","706.340,86","0,07","248.659,14","118.275,84","183.554,00","0,04","771.446,00",,02,2019,2019-04-20
abril 2019,Informação e Inteligência,"5.000,00","5.000,00",,,"0,00","5.000,00",,"0,00","0,00","5.000,00",,02,2019,2019-04-20
abril 2019,FU06 - Administração Geral,"220.000,00","185.000,00","23.100,00","138.835,19","0,01","46.164,81","21.252,19","42.001,96","0,01","142.998,04",,02,2019,2019-04-20
abril 2019,FU06 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Relações Exteriores,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",02,2019,2019-04-20
abril 2019,Relações Diplomáticas,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Cooperação Internacional,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU07 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU07 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Assistência Social,"44.746.300,00","46.179.545,02","2.764.557,38","36.872.825,26","3,84","9.306.719,76","6.710.153,03","12.712.310,56","2,66","33.467.234,46","0,00",02,2019,2019-04-20
abril 2019,Assistência ao Idoso,"3.635.000,00","3.484.058,88",,"3.401.715,44","0,35","82.343,44","566.952,56","1.133.905,12","0,24","2.350.153,76",,02,2019,2019-04-20
abril 2019,Assistência ao Portador de Deficiência,"5.000,00","5.000,00",,,"0,00","5.000,00",,,,"5.000,00",,02,2019,2019-04-20
abril 2019,Assistência à Criança e ao Adolescente,"12.510.000,00","12.387.519,62","228.844,67","11.407.864,28","1,19","979.655,34","1.863.621,15","3.518.496,83","0,74","8.869.022,79",,02,2019,2019-04-20
abril 2019,Assistência Comunitária,"18.681.300,00","20.387.966,52","1.331.058,79","18.298.290,73","1,91","2.089.675,79","2.901.655,62","5.443.205,87","1,14","14.944.760,65",,02,2019,2019-04-20
abril 2019,FU08 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Previdência Social,"127.270.000,00","127.270.000,00","18.463.549,36","36.402.019,82","3,79","90.867.980,18","18.463.645,80","36.128.048,86","7,56","91.141.951,14","0,00",02,2019,2019-04-20
abril 2019,Previdência Básica,,,,,,,,,,"0,00",,02,2019,2019-04-20
abril 2019,Previdência do Regime Estatutário,"127.270.000,00","127.270.000,00","18.463.549,36","36.402.019,82","3,79","90.867.980,18","18.463.645,80","36.128.048,86","7,56","91.141.951,14",,02,2019,2019-04-20
abril 2019,Previdência Complementar,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Previdência Especial,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU09 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU09 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Saúde,"416.929.000,00","437.954.187,18","60.063.225,26","255.064.352,64","26,57","182.889.834,54","65.968.365,75","127.300.425,61","26,65","310.653.761,57","0,00",02,2019,2019-04-20
abril 2019,Atenção Básica,"58.400.000,00","64.471.055,69","7.833.406,02","45.730.869,89","4,76","18.740.185,80","7.691.224,30","11.308.375,60","2,37","53.162.680,09",,02,2019,2019-04-20
abril 2019,Assistência Hospitalar e Ambulatorial,"104.550.000,00","114.795.509,02","13.729.374,52","107.214.714,31","11,17","7.580.794,71","21.566.423,67","46.258.125,75","9,69","68.537.383,27",,02,2019,2019-04-20
abril 2019,Suporte Profilático e Terapêutico,"4.444.000,00","6.440.028,00","1.280.534,35","1.394.356,90","0,15","5.045.671,10",,,,"6.440.028,00",,02,2019,2019-04-20
abril 2019,Vigilância Sanitária,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Vigilância Epidemiológica,"2.200.000,00","3.760.155,48","480.185,77","1.508.494,02","0,16","2.251.661,46","546.207,70","615.063,44","0,13","3.145.092,04",,02,2019,2019-04-20
abril 2019,Alimentação e Nutrição,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU10 - Administração Geral,"247.335.000,00","248.487.438,99","36.739.724,60","99.215.917,52","10,34","149.271.521,47","36.164.510,08","69.118.860,82","14,47","179.368.578,17",,02,2019,2019-04-20
abril 2019,FU10 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Trabalho,"10.018.000,00","9.675.791,83","10.320,00","6.639.118,10","0,69","3.036.673,73","1.011.411,92","1.947.226,05","0,41","7.728.565,78","0,00",02,2019,2019-04-20
abril 2019,Proteção e Benefícios ao Trabalhador,"8.418.000,00","8.075.791,83",,"6.165.376,43","0,64","1.910.415,40","925.743,27","1.805.356,19","0,38","6.270.435,64",,02,2019,2019-04-20
abril 2019,Relações de Trabalho,"1.200.000,00","1.200.000,00","10.320,00","138.500,04","0,01","1.061.499,96","25.001,99","49.294,87","0,01","1.150.705,13",,02,2019,2019-04-20
abril 2019,Empregabilidade,,,,"335.241,63","0,03","-335.241,63",,,,,,02,2019,2019-04-20
abril 2019,Fomento ao Trabalho,"400.000,00","400.000,00",,,"0,00","400.000,00","60.666,66","92.574,99","0,02","307.425,01",,02,2019,2019-04-20
abril 2019,FU11 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU11 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Educação,"399.036.000,00","399.845.812,08","76.257.112,56","184.454.854,70","19,22","215.390.957,38","60.357.881,69","102.364.699,88","21,43","297.481.112,20","0,00",02,2019,2019-04-20
abril 2019,Ensino Fundamental,"117.835.000,00","117.848.300,00","24.034.247,73","55.953.853,31","5,83","61.894.446,69","17.887.331,66","29.607.665,50","6,20","88.240.634,50",,02,2019,2019-04-20
abril 2019,Ensino Médio,"3.365.000,00","3.365.000,00","2.816.000,00","3.186.400,00","0,33","178.600,00","337.686,01","337.686,01","0,07","3.027.313,99",,02,2019,2019-04-20
abril 2019,Ensino Profissional,"2.354.000,00","2.354.000,00","478.196,30","929.564,21","0,10","1.424.435,79","479.196,30","924.920,26","0,19","1.429.079,74",,02,2019,2019-04-20
abril 2019,Ensino Superior,"15.736.000,00","15.736.000,00","2.012.616,54","4.616.794,81","0,48","11.119.205,19","2.116.419,54","4.405.382,39","0,92","11.330.617,61",,02,2019,2019-04-20
abril 2019,Educação Infantil,"208.114.000,00","208.923.812,08","28.410.714,91","81.674.169,49","8,51","127.249.642,59","30.867.713,69","55.730.670,33","11,67","153.193.141,75",,02,2019,2019-04-20
abril 2019,Educação de Jovens e Adultos,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Educação Especial,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Educação Básica,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU12 - Administração Geral,"16.859.000,00","16.859.000,00","2.285.004,74","7.258.602,65","0,76","9.600.397,35","2.985.054,39","5.235.809,31","1,10","11.623.190,69",,02,2019,2019-04-20
abril 2019,FU12 - Demais Subfunções,"34.773.000,00","34.759.700,00","16.220.332,34","30.835.470,23","3,21","3.924.229,77","5.684.480,10","6.122.566,08","1,28","28.637.133,92",,02,2019,2019-04-20
abril 2019,Cultura,"7.571.000,00","7.626.000,00","709.192,42","3.484.137,34","0,36","4.141.862,66","871.691,23","1.263.149,85","0,26","6.362.850,15","0,00",02,2019,2019-04-20
abril 2019,Patrimônio Histórico Artístico e Arqueológico,"1.072.000,00","1.072.000,00","164.175,68","226.782,18","0,02","845.217,82","29.503,33","36.516,81","0,01","1.035.483,19",,02,2019,2019-04-20
abril 2019,Difusão Cultural,"6.499.000,00","6.554.000,00","545.016,74","3.257.355,16","0,34","3.296.644,84","842.187,90","1.226.633,04","0,26","5.327.366,96",,02,2019,2019-04-20
abril 2019,FU13 - Administração Geral,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,FU13 - Demais Subfunções,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Direitos da Cidadania,"500.000,00","500.000,00","1.625,00","50.117,97","0,01","449.882,03","24.753,07","39.535,11","0,01","460.464,89","0,00",02,2019,2019-04-20
abril 2019,Custódia e Reintegração Social,,,,,,,,,,,,02,2019,2019-04-20
abril 2019,Direitos Individuais Coletivos e Difusos,"500.000,00","500.000,00","1.625,00","50.117,97","0,01","449.882,03","24.753,07","39.535,11","0,01","460.464,89",,02,2019,2019-04-20
abril 2019,Assistência aos Povos Indígenas,,,,,,,,,,,,02,2019,2019-04-20
